STT,Route name,Site1,Site2,Site3,NumberError
1515,RN128164128165,128164,128165,,18
1516,RN128167128168,128167,128168,,6
1517,RN128169128172,128169,128172,,58
1518,RN128173128501,128173,128501,,37
1519,RN128502128503,128502,128503,,60
1520,RN128504128506,128504,128506,,12
1521,RN128507128508,128507,128508,,35
1522,RN128509128510,128509,128510,,70
1523,RN128512128513,128512,128513,,62
1524,RN128514128516,128514,128516,,98
1525,RN128518128519,128518,128519,,49
1526,RN128520128521,128520,128521,,62
1527,RN128525127507,128525,127507,,82
1528,RN128135128140,128135,128140,,75
1529,RN128517128139,128517,128139,,4
1530,RN127160128522,127160,128522,,37
1531,RN128047128175,128047,128175,,90
1532,RN127511128080,127511,128080,,60
1533,RN127151127011,127151,127011,,4
1534,RN128142127108,128142,127108,,62
1535,RN127125127036,127125,127036,,46
1536,RN308060302001,308060,302001,,88
1537,RN302002302003,302002,302003,,45
1538,RN302004302005,302004,302005,,97
1539,RN302006302007,302006,302007,,70
1540,RN302008302009,302008,302009,,46
1541,RN302010302011,302010,302011,,83
1542,RN302012302013,302012,302013,,12
1543,RN302014302015,302014,302015,,32
1544,RN302016302017,302016,302017,,46
1545,RN302018302019,302018,302019,,66
1546,RN302020302021,302020,302021,,71
1547,RN302022302023,302022,302023,,15
1548,RN302025302026,302025,302026,,58
1549,RN302027302028,302027,302028,,6
1550,RN302029302030,302029,302030,,24
1551,RN302031302032,302031,302032,,74
1552,RN302033302034,302033,302034,,35
1553,RN302035302036,302035,302036,,15
1554,RN302037302038,302037,302038,,55
1555,RN302039302040,302039,302040,,41
1556,RN302041302042,302041,302042,,29
1557,RN302043302044,302043,302044,,89
1558,RN302046302047,302046,302047,,23
1559,RN308064302049,308064,302049,,46
1560,RN302050302051,302050,302051,,85
1561,RN302052302053,302052,302053,,93
1562,RN302054302055,302054,302055,,93
1563,RN302056302057,302056,302057,,56
1564,RN302058302059,302058,302059,,44
1565,RN302060302061,302060,302061,,17
1566,RN302062302063,302062,302063,,44
1567,RN302064302065,302064,302065,,81
1568,RN302066302067,302066,302067,,71
1569,RN302068302069,302068,302069,,55
1570,RN302070302071,302070,302071,,84
1571,RN302072302073,302072,302073,,6
1572,RN302074302075,302074,302075,,99
1573,RN302076302077,302076,302077,,68
1574,RN302078302079,302078,302079,,0
1575,RN302080302081,302080,302081,,30
1576,RN302082302083,302082,302083,,82
1577,RN302084302085,302084,302085,,25
1578,RN302086302087,302086,302087,,36
1579,RN302088302089,302088,302089,,73
1580,RN302090302091,302090,302091,,29
1581,RN302092302095,302092,302095,,68
1582,RN302097302099,302097,302099,,73
1583,RN302100302102,302100,302102,,24
1584,RN302103302104,302103,302104,,68
1585,RN302105302106,302105,302106,,65
1586,RN302107302111,302107,302111,,1
1587,RN302112302113,302112,302113,,4
1588,RN302118302132,302118,302132,,100
1589,RN302136302139,302136,302139,,28
1590,RN302148302165,302148,302165,,4
1591,RN302168302169,302168,302169,,23
1592,RN308001308002,308001,308002,,41
1593,RN308003308004,308003,308004,,62
1594,RN308005308006,308005,308006,,27
1595,RN308007308008,308007,308008,,41
1596,RN308009308010,308009,308010,,93
1597,RN308011308012,308011,308012,,83
1598,RN308013308014,308013,308014,,25
1599,RN308015308016,308015,308016,,78
1600,RN308017308018,308017,308018,,14
1601,RN308019308020,308019,308020,,12
1602,RN308021308022,308021,308022,,60
1603,RN308023308024,308023,308024,,22
1604,RN308025308026,308025,308026,,66
1605,RN308027308028,308027,308028,,39
1606,RN308029308030,308029,308030,,91
1607,RN308031308032,308031,308032,,79
1608,RN308033308034,308033,308034,,44
1609,RN308035308036,308035,308036,,5
1610,RN308037308038,308037,308038,,53
1611,RN308039308040,308039,308040,,3
1612,RN308041308042,308041,308042,,32
1613,RN308043308044,308043,308044,,92
1614,RN308045308046,308045,308046,,27
1615,RN308047308048,308047,308048,,56
1616,RN308049308050,308049,308050,,59
1617,RN308051308052,308051,308052,,55
1618,RN308053308054,308053,308054,,74
1619,RN308055308056,308055,308056,,88
1620,RN308057308058,308057,308058,,84
1621,RN308059308111,308059,308111,,79
1622,RN308061308062,308061,308062,,13
1623,RN308063308148,308063,308148,,81
1624,RN308065308066,308065,308066,,58
1625,RN308067308068,308067,308068,,2
1626,RN308069308070,308069,308070,,41
1627,RN308071308072,308071,308072,,43
1628,RN308073308074,308073,308074,,34
1629,RN308075308076,308075,308076,,85
1630,RN308077308078,308077,308078,,28
1631,RN308079308080,308079,308080,,94
1632,RN308081308082,308081,308082,,97
1633,RN308083308084,308083,308084,,92
1634,RN308085308086,308085,308086,,20
1635,RN308087308088,308087,308088,,59
1636,RN308089308090,308089,308090,,62
1637,RN308091308092,308091,308092,,98
1638,RN308093308094,308093,308094,,100
1639,RN308095308096,308095,308096,,29
1640,RN308097308098,308097,308098,,44
1641,RN308099308100,308099,308100,,33
1642,RN308101308102,308101,308102,,53
1643,RN308103308104,308103,308104,,30
1644,RN308105308106,308105,308106,,20
1645,RN308107308108,308107,308108,,94
1646,RN308109308110,308109,308110,,48
1647,RN308171308112,308171,308112,,20
1648,RN308113308114,308113,308114,,92
1649,RN308115308116,308115,308116,,100
1650,RN308117308118,308117,308118,,21
1651,RN308119308120,308119,308120,,86
1652,RN308121308122,308121,308122,,51
1653,RN308123308124,308123,308124,,97
1654,RN308125308126,308125,308126,,31
1655,RN308127308128,308127,308128,,79
1656,RN308129308130,308129,308130,,3
1657,RN308133308134,308133,308134,,53
1658,RN308135308136,308135,308136,,6
1659,RN308138308139,308138,308139,,27
1660,RN308141308143,308141,308143,,93
1661,RN308144308145,308144,308145,,18
1662,RN308146308176,308146,308176,,84
1663,RN308149308152,308149,308152,,29
1664,RN308155308158,308155,308158,,71
1665,RN308159308161,308159,308161,,22
1666,RN308162308164,308162,308164,,63
1667,RN308166308167,308166,308167,,74
1668,RN308168308169,308168,308169,,61
1669,RN308170308183,308170,308183,,34
1670,RN308172308173,308172,308173,,16
1671,RN308174308175,308174,308175,,95
1672,RN308211308177,308211,308177,,44
1673,RN308179308181,308179,308181,,47
1674,RN308182302048,308182,302048,,3
1675,RN308184308185,308184,308185,,4
1676,RN308188308189,308188,308189,,97
1677,RN308190308192,308190,308192,,20
1678,RN308193308194,308193,308194,,65
1679,RN308195308198,308195,308198,,71
1680,RN308199308200,308199,308200,,16
1681,RN308204308206,308204,308206,,89
1682,RN308207308209,308207,308209,,53
1683,RN308212308214,308212,308214,,22
1684,RN308215308217,308215,308217,,3
1685,RN308220308221,308220,308221,,39
1686,RN308226308229,308226,308229,,38
1687,RN308230308231,308230,308231,,4
1688,RN308232308273,308232,308273,,64
1689,RN308688308868,308688,308868,,63
1690,RN357063359644,357063,359644,,98
1691,RN359595359684,359595,359684,,13
1692,RN357002357060,357002,357060,,8
1693,RN359752357120,359752,357120,,19
1694,RN357149357187,357149,357187,,81
1695,RN359001359002,359001,359002,,76
1696,RN359003359004,359003,359004,,15
1697,RN359005359006,359005,359006,,86
1698,RN359007359008,359007,359008,,81
1699,RN359009359010,359009,359010,,10
1700,RN359011359012,359011,359012,,67
1701,RN359013359014,359013,359014,,29
1702,RN359015359016,359015,359016,,74
1703,RN359017359018,359017,359018,,3
1704,RN359019359020,359019,359020,,14
1705,RN359021359022,359021,359022,,5
1706,RN359023359024,359023,359024,,6
1707,RN359025359026,359025,359026,,3
1708,RN359027359028,359027,359028,,76
1709,RN359029359030,359029,359030,,26
1710,RN359031359032,359031,359032,,18
1711,RN359033359034,359033,359034,,77
1712,RN359035359036,359035,359036,,73
1713,RN359037359038,359037,359038,,37
1714,RN359039359040,359039,359040,,34
1715,RN359041359042,359041,359042,,95
1716,RN359043359044,359043,359044,,63
1717,RN359045359046,359045,359046,,13
1718,RN359047359048,359047,359048,,59
1719,RN359049359050,359049,359050,,86
1720,RN359051359052,359051,359052,,46
1721,RN359053359054,359053,359054,,12
1722,RN359055359056,359055,359056,,26
1723,RN359057359058,359057,359058,,83
1724,RN359059359060,359059,359060,,46
1725,RN359061359062,359061,359062,,70
1726,RN359063359064,359063,359064,,92
1727,RN359065359066,359065,359066,,63
1728,RN359067359068,359067,359068,,94
1729,RN359069359070,359069,359070,,66
1730,RN359071359072,359071,359072,,21
1731,RN359073359074,359073,359074,,92
1732,RN359075359076,359075,359076,,100
1733,RN359077359078,359077,359078,,30
1734,RN359080359081,359080,359081,,27
1735,RN359082359083,359082,359083,,23
1736,RN359084359085,359084,359085,,74
1737,RN359086359087,359086,359087,,28
1738,RN359088359089,359088,359089,,22
1739,RN359090359091,359090,359091,,42
1740,RN359092359093,359092,359093,,42
1741,RN359094359095,359094,359095,,55
1742,RN359096359097,359096,359097,,69
1743,RN359098359099,359098,359099,,19
1744,RN359100359101,359100,359101,,63
1745,RN359102359103,359102,359103,,89
1746,RN359104359105,359104,359105,,94
1747,RN359106359107,359106,359107,,58
1748,RN359108359109,359108,359109,,87
1749,RN359110359111,359110,359111,,63
1750,RN359112359113,359112,359113,,4
1751,RN359114359115,359114,359115,,62
1752,RN359116359117,359116,359117,,93
1753,RN359118359119,359118,359119,,4
1754,RN359120359121,359120,359121,,10
1755,RN359122359123,359122,359123,,70
1756,RN359124359125,359124,359125,,97
1757,RN359126359127,359126,359127,,20
1758,RN359128359129,359128,359129,,99
1759,RN359130359131,359130,359131,,89
1760,RN359132359133,359132,359133,,74
1761,RN359134359135,359134,359135,,85
1762,RN359136359137,359136,359137,,32
1763,RN359138359139,359138,359139,,4
1764,RN359140359141,359140,359141,,45
1765,RN359142359143,359142,359143,,66
1766,RN359144359145,359144,359145,,83
1767,RN359146359147,359146,359147,,87
1768,RN359148359149,359148,359149,,20
1769,RN359150359151,359150,359151,,6
1770,RN359152359153,359152,359153,,81
1771,RN359154359155,359154,359155,,18
1772,RN359156359157,359156,359157,,86
1773,RN359158359159,359158,359159,,41
1774,RN359160359161,359160,359161,,76
1775,RN359162359163,359162,359163,,96
1776,RN359164359165,359164,359165,,23
1777,RN359166359167,359166,359167,,71
1778,RN359168359169,359168,359169,,93
1779,RN359170359171,359170,359171,,1
1780,RN359172359173,359172,359173,,83
1781,RN359174359175,359174,359175,,74
1782,RN359176359177,359176,359177,,96
1783,RN359178359179,359178,359179,,53
1784,RN359329359181,359329,359181,,80
1785,RN359182359183,359182,359183,,38
1786,RN359184359185,359184,359185,,41
1787,RN359186359187,359186,359187,,66
1788,RN359188359189,359188,359189,,89
1789,RN359190359191,359190,359191,,36
1790,RN359192359193,359192,359193,,9
1791,RN359194359195,359194,359195,,21
1792,RN359196359197,359196,359197,,2
1793,RN359198359199,359198,359199,,91
1794,RN359200359201,359200,359201,,80
1795,RN359202359203,359202,359203,,60
1796,RN359204359205,359204,359205,,71
1797,RN359206359207,359206,359207,,42
1798,RN359208359209,359208,359209,,80
1799,RN359210359211,359210,359211,,42
1800,RN359212359213,359212,359213,,80
1801,RN359214359215,359214,359215,,17
1802,RN359216359217,359216,359217,,0
1803,RN359218359219,359218,359219,,79
1804,RN359220359221,359220,359221,,75
1805,RN359222359223,359222,359223,,77
1806,RN359224359225,359224,359225,,90
1807,RN359226359227,359226,359227,,9
1808,RN359229359230,359229,359230,,34
1809,RN359231359232,359231,359232,,44
1810,RN359233359234,359233,359234,,58
1811,RN359235359236,359235,359236,,40
1812,RN359237359238,359237,359238,,72
1813,RN359239359241,359239,359241,,19
1814,RN359242359243,359242,359243,,76
1815,RN359244359245,359244,359245,,95
1816,RN359246359247,359246,359247,,50
1817,RN359248359249,359248,359249,,14
1818,RN359250359251,359250,359251,,95
1819,RN359252359253,359252,359253,,8
1820,RN359254359255,359254,359255,,22
1821,RN359256359257,359256,359257,,99
1822,RN359258359259,359258,359259,,56
1823,RN359260359261,359260,359261,,19
1824,RN359262359263,359262,359263,,39
1825,RN359264359265,359264,359265,,73
1826,RN359266359267,359266,359267,,93
1827,RN359268359269,359268,359269,,10
1828,RN359270359271,359270,359271,,1
1829,RN359272359273,359272,359273,,85
1830,RN359274359275,359274,359275,,49
1831,RN359276359277,359276,359277,,68
1832,RN359278359279,359278,359279,,81
1833,RN359280359281,359280,359281,,82
1834,RN359282359283,359282,359283,,17
1835,RN359284359285,359284,359285,,11
1836,RN359286359287,359286,359287,,7
1837,RN359288359289,359288,359289,,22
1838,RN359290359291,359290,359291,,21
1839,RN359292359293,359292,359293,,19
1840,RN359294359295,359294,359295,,21
1841,RN359296359297,359296,359297,,46
1842,RN359298359299,359298,359299,,14
1843,RN359300359301,359300,359301,,90
1844,RN359302359303,359302,359303,,98
1845,RN359304359305,359304,359305,,62
1846,RN359306359307,359306,359307,,38
1847,RN359308359309,359308,359309,,60
1848,RN359310359311,359310,359311,,83
1849,RN359312359313,359312,359313,,14
1850,RN359314359315,359314,359315,,42
1851,RN359316359317,359316,359317,,15
1852,RN359318359319,359318,359319,,99
1853,RN359321359323,359321,359323,,98
1854,RN359324359325,359324,359325,,37
1855,RN359326359327,359326,359327,,67
1856,RN359328359600,359328,359600,,76
1857,RN359330359331,359330,359331,,7
1858,RN359332359333,359332,359333,,51
1859,RN359334359335,359334,359335,,40
1860,RN359336359337,359336,359337,,26
1861,RN359338359339,359338,359339,,0
1862,RN359340359341,359340,359341,,78
1863,RN359342359343,359342,359343,,56
1864,RN359344359345,359344,359345,,21
1865,RN359346359347,359346,359347,,69
1866,RN359348359349,359348,359349,,91
1867,RN359350359351,359350,359351,,91
1868,RN359352359353,359352,359353,,42
1869,RN359354359355,359354,359355,,45
1870,RN359356359357,359356,359357,,98
1871,RN359358359359,359358,359359,,15
1872,RN359360359361,359360,359361,,36
1873,RN359362359363,359362,359363,,71
1874,RN359364359365,359364,359365,,59
1875,RN359366359367,359366,359367,,37
1876,RN359368359369,359368,359369,,76
1877,RN359370359371,359370,359371,,85
1878,RN359372359373,359372,359373,,79
1879,RN359374359375,359374,359375,,51
1880,RN359376359377,359376,359377,,98
1881,RN359378359379,359378,359379,,80
1882,RN359380359381,359380,359381,,34
1883,RN359382359383,359382,359383,,60
1884,RN359384359385,359384,359385,,31
1885,RN359386359387,359386,359387,,7
1886,RN359388359389,359388,359389,,93
1887,RN359390359391,359390,359391,,32
1888,RN359392359393,359392,359393,,43
1889,RN359394359395,359394,359395,,57
1890,RN359396359398,359396,359398,,36
1891,RN359399359400,359399,359400,,84
1892,RN359401359402,359401,359402,,3
1893,RN359403359404,359403,359404,,44
1894,RN359405359406,359405,359406,,86
1895,RN359407359408,359407,359408,,31
1896,RN359409359410,359409,359410,,81
1897,RN359411359412,359411,359412,,27
1898,RN359413359414,359413,359414,,94
1899,RN359415359416,359415,359416,,86
1900,RN359417359418,359417,359418,,11
1901,RN359419359420,359419,359420,,49
1902,RN359421359422,359421,359422,,80
1903,RN359423359424,359423,359424,,98
1904,RN359425359426,359425,359426,,84
1905,RN359427359428,359427,359428,,60
1906,RN359429359430,359429,359430,,23
1907,RN359431359433,359431,359433,,81
1908,RN359434359435,359434,359435,,87
1909,RN359436359437,359436,359437,,56
1910,RN359438359439,359438,359439,,45
1911,RN359440359441,359440,359441,,78
1912,RN359442359443,359442,359443,,87
1913,RN359444359445,359444,359445,,60
1914,RN359446359447,359446,359447,,85
1915,RN359448359449,359448,359449,,93
1916,RN359450359451,359450,359451,,69
1917,RN359452359453,359452,359453,,7
1918,RN359454359455,359454,359455,,2
1919,RN359457359458,359457,359458,,59
1920,RN359459359460,359459,359460,,18
1921,RN359461359462,359461,359462,,52
1922,RN359463359464,359463,359464,,72
1923,RN359465359466,359465,359466,,42
1924,RN359467359468,359467,359468,,93
1925,RN359469359470,359469,359470,,45
1926,RN359471359472,359471,359472,,42
1927,RN359473359474,359473,359474,,71
1928,RN359475359476,359475,359476,,53
1929,RN359477359478,359477,359478,,52
1930,RN359479359480,359479,359480,,54
1931,RN359481359482,359481,359482,,14
1932,RN359483359484,359483,359484,,25
1933,RN359485359486,359485,359486,,12
1934,RN359487359488,359487,359488,,71
1935,RN359489359490,359489,359490,,62
1936,RN359491359492,359491,359492,,53
1937,RN359493359494,359493,359494,,22
1938,RN359495359496,359495,359496,,15
1939,RN359497359498,359497,359498,,48
1940,RN359499359500,359499,359500,,74
1941,RN359501359502,359501,359502,,5
1942,RN359503359504,359503,359504,,99
1943,RN359505359506,359505,359506,,26
1944,RN359507359508,359507,359508,,75
1945,RN359510359511,359510,359511,,41
1946,RN359512359513,359512,359513,,9
1947,RN359514359515,359514,359515,,13
1948,RN359516359517,359516,359517,,76
1949,RN359518359519,359518,359519,,73
1950,RN359520359521,359520,359521,,97
1951,RN359522359523,359522,359523,,65
1952,RN359524359525,359524,359525,,27
1953,RN359526359527,359526,359527,,10
1954,RN359528359529,359528,359529,,38
1955,RN359530359531,359530,359531,,18
1956,RN359532359533,359532,359533,,58
1957,RN359534359535,359534,359535,,22
1958,RN359536359537,359536,359537,,13
1959,RN359538359539,359538,359539,,32
1960,RN359540359541,359540,359541,,6
1961,RN359542359543,359542,359543,,33
1962,RN359544359545,359544,359545,,13
1963,RN359546359547,359546,359547,,97
1964,RN359548359549,359548,359549,,91
1965,RN359550359551,359550,359551,,91
1966,RN359552359553,359552,359553,,1
1967,RN359554359555,359554,359555,,28
1968,RN359556359557,359556,359557,,52
1969,RN359558359559,359558,359559,,21
1970,RN359560359561,359560,359561,,22
1971,RN359562359563,359562,359563,,99
1972,RN359564359565,359564,359565,,38
1973,RN359567359568,359567,359568,,27
1974,RN359570359571,359570,359571,,41
1975,RN359573359574,359573,359574,,76
1976,RN359575359576,359575,359576,,47
1977,RN359577359578,359577,359578,,90
1978,RN359581359583,359581,359583,,82
1979,RN359585359586,359585,359586,,93
1980,RN359588359589,359588,359589,,23
1981,RN359592359593,359592,359593,,85
1982,RN359627359597,359627,359597,,21
1983,RN359599359913,359599,359913,,29
1984,RN359601359603,359601,359603,,33
1985,RN359604359605,359604,359605,,69
1986,RN359606359607,359606,359607,,73
1987,RN359608359609,359608,359609,,18
1988,RN359610359611,359610,359611,,37
1989,RN359613359614,359613,359614,,73
1990,RN359615359616,359615,359616,,24
1991,RN359618359619,359618,359619,,14
1992,RN359620359621,359620,359621,,85
1993,RN359622359624,359622,359624,,67
1994,RN359625359180,359625,359180,,11
1995,RN359628359629,359628,359629,,71
1996,RN359630359631,359630,359631,,24
1997,RN359633359635,359633,359635,,87
1998,RN359636359639,359636,359639,,24
1999,RN359641359661,359641,359661,,100
2000,RN359645359649,359645,359649,,16
2001,RN359651359652,359651,359652,,37
2002,RN359653359654,359653,359654,,18
2003,RN359656359657,359656,359657,,43
2004,RN359658359659,359658,359659,,96
2005,RN359660359681,359660,359681,,95
2006,RN359663359664,359663,359664,,33
2007,RN359665359666,359665,359666,,69
2008,RN359667359668,359667,359668,,14
2009,RN359669359670,359669,359670,,22
2010,RN359671359672,359671,359672,,77
2011,RN359673359674,359673,359674,,90
2012,RN359675359676,359675,359676,,71
2013,RN359677359679,359677,359679,,94
2014,RN359680359683,359680,359683,,23
2015,RN359685359687,359685,359687,,31
2016,RN359688359689,359688,359689,,29
2017,RN359690359691,359690,359691,,37
2018,RN359693359694,359693,359694,,81
2019,RN359696359697,359696,359697,,21
2020,RN359698359699,359698,359699,,27
2021,RN359701359706,359701,359706,,82
2022,RN359707359708,359707,359708,,71
2023,RN359709359711,359709,359711,,49
2024,RN359712359714,359712,359714,,51
2025,RN359715359716,359715,359716,,23
2026,RN359717359718,359717,359718,,99
2027,RN359719359720,359719,359720,,93
2028,RN359722359723,359722,359723,,65
2029,RN359724359725,359724,359725,,18
2030,RN359726359727,359726,359727,,18
2031,RN359728359729,359728,359729,,44
2032,RN359730359732,359730,359732,,22
2033,RN359733359736,359733,359736,,30
2034,RN359740359745,359740,359745,,64
2035,RN359746359747,359746,359747,,87
2036,RN359748359750,359748,359750,,85
2037,RN359751359753,359751,359753,,50
2038,RN359755359757,359755,359757,,29
2039,RN359763359770,359763,359770,,87
2040,RN359771359772,359771,359772,,96
2041,RN359773359786,359773,359786,,0
2042,RN359791359792,359791,359792,,39
2043,RN359797359798,359797,359798,,20
2044,RN359805359806,359805,359806,,43
2045,RN359813359817,359813,359817,,27
2046,RN359837359841,359837,359841,,71
2047,RN359843359846,359843,359846,,42
2048,RN359847359849,359847,359849,,88
2049,RN359861359862,359861,359862,,5
2050,RN359866359873,359866,359873,,20
2051,RN359875359877,359875,359877,,5
2052,RN359878359886,359878,359886,,25
2053,RN359888359890,359888,359890,,47
2054,RN359894359898,359894,359898,,45
2055,RN359904359915,359904,359915,,2
2056,RN359930359936,359930,359936,,55
2057,RN359938359948,359938,359948,,77
2058,RN359950359955,359950,359955,,86
2059,RN359960359962,359960,359962,,10
2060,RN359984359993,359984,359993,,84
2061,RN359995359997,359995,359997,,36
2062,RN359998359999,359998,359999,,76
2063,RN408002459003,408002,459003,,90
2064,RN459020459022,459020,459022,,36
2065,RN459027459028,459027,459028,,98
2066,RN459033459072,459033,459072,,18
2067,RN459077459090,459077,459090,,26
2068,RN559668559868,559668,559868,,65
2069,RNMSC-VMS-HCMMSC-VNP-HCM,MSC-VMS-HCM,MSC-VNP-HCM,,51
2070,RNMSC-VTL-HCMDWDM_METRO_CUCHI,MSC-VTL-HCM,DWDM_METRO_CUCHI,,90
2071,RN308150308272,308150,308272,,71
2072,RN308300257001,308300,257001,,8
2073,RN257003257004,257003,257004,,55
2074,RN257005257006,257005,257006,,23
2075,RN257007257008,257007,257008,,7
2076,RN257009257010,257009,257010,,84
2077,RN257011257012,257011,257012,,31
2078,RN257013257015,257013,257015,,71
2079,RN257016257017,257016,257017,,15
2080,RN257019257020,257019,257020,,33
2081,RN257021257022,257021,257022,,56
2082,RN257023257024,257023,257024,,21
2083,RN257025257026,257025,257026,,10
2084,RN257028257029,257028,257029,,80
2085,RN257030257031,257030,257031,,14
2086,RN257032257033,257032,257033,,75
2087,RN257034257035,257034,257035,,85
2088,RN257036257037,257036,257037,,30
2089,RN257038257039,257038,257039,,50
2090,RN257040257041,257040,257041,,58
2091,RN257042257043,257042,257043,,67
2092,RN257044257045,257044,257045,,32
2093,RN257046257047,257046,257047,,31
2094,RN257048257049,257048,257049,,27
2095,RN257050257051,257050,257051,,58
2096,RN257052257055,257052,257055,,94
2097,RN257057257058,257057,257058,,9
2098,RN257059257060,257059,257060,,72
2099,RN257061257062,257061,257062,,1
2100,RN257063257064,257063,257064,,37
2101,RN257065257067,257065,257067,,36
2102,RN257068257069,257068,257069,,51
2103,RN257070257071,257070,257071,,21
2104,RN257072257073,257072,257073,,36
2105,RN257074257075,257074,257075,,20
2106,RN257076257077,257076,257077,,60
2107,RN257078257079,257078,257079,,33
2108,RN257080257081,257080,257081,,95
2109,RN257085257104,257085,257104,,13
2110,RN257105Rep010,257105,Rep010,,91
2111,RN131001131002,131001,131002,,78
2112,RN131003131004,131003,131004,,71
2113,RN131005131006,131005,131006,,97
2114,RN131007131008,131007,131008,,68
2115,RN131009131010,131009,131010,,85
2116,RN131011131012,131011,131012,,27
2117,RN131013131014,131013,131014,,71
2118,RN131015131016,131015,131016,,10
2119,RN131017131018,131017,131018,,62
2120,RN131019131020,131019,131020,,86
2121,RN131021131022,131021,131022,,42
2122,RN131024131025,131024,131025,,47
2123,RN131026131027,131026,131027,,1
2124,RN131028131029,131028,131029,,38
2125,RN131030131031,131030,131031,,72
2126,RN131032131034,131032,131034,,24
2127,RN131035131036,131035,131036,,7
2128,RN131037131038,131037,131038,,17
2129,RN131039131040,131039,131040,,11
2130,RN131041131042,131041,131042,,8
2131,RN131043131044,131043,131044,,34
2132,RN131045131046,131045,131046,,94
2133,RN131047131048,131047,131048,,19
2134,RN131049131050,131049,131050,,42
2135,RN131051131052,131051,131052,,79
2136,RN131081131082,131081,131082,,2
2137,RN131086131087,131086,131087,,17
2138,RN131089131090,131089,131090,,88
2139,RN131093131096,131093,131096,,4
2140,RN131098131099,131098,131099,,92
2141,RN131100131107,131100,131107,,8
2142,RN131109131110,131109,131110,,10
2143,RN131121131122,131121,131122,,98
2144,RN131501154001,131501,154001,,8
2145,RN154002154003,154002,154003,,92
2146,RN154004154005,154004,154005,,56
2147,RN154006154007,154006,154007,,61
2148,RN154008154010,154008,154010,,25
2149,RN154013154015,154013,154015,,79
2150,RN154016154017,154016,154017,,10
2151,RN154019154020,154019,154020,,100
2152,RN154021154022,154021,154022,,26
2153,RN154023154024,154023,154024,,5
2154,RN154025154026,154025,154026,,95
2155,RN154027154028,154027,154028,,51
2156,RN154029154030,154029,154030,,8
2157,RN154031154032,154031,154032,,58
2158,RN154033154034,154033,154034,,19
2159,RN154035154036,154035,154036,,40
2160,RN154037154038,154037,154038,,22
2161,RN154039154040,154039,154040,,37
2162,RN154041154042,154041,154042,,23
2163,RN154043154044,154043,154044,,88
2164,RN154045154047,154045,154047,,15
2165,RN154048154049,154048,154049,,2
2166,RN154050154051,154050,154051,,57
2167,RN154052154053,154052,154053,,76
2168,RN154054154056,154054,154056,,7
2169,RN154057154059,154057,154059,,48
2170,RN154060154061,154060,154061,,83
2171,RN154062154063,154062,154063,,44
2172,RN154081154083,154081,154083,,19
2173,RN154084154085,154084,154085,,81
2174,RN154086154087,154086,154087,,65
2175,RN154089154090,154089,154090,,76
2176,RN154091154092,154091,154092,,94
2177,RN154093154095,154093,154095,,9
2178,RN154096154098,154096,154098,,97
2179,RN154099154101,154099,154101,,38
2180,RN154103154104,154103,154104,,40
2181,RN154106154107,154106,154107,,63
2182,RN154108154109,154108,154109,,83
2183,RN154110154111,154110,154111,,76
2184,RN154112154113,154112,154113,,29
2185,RN154114154115,154114,154115,,65
2186,RN154116154117,154116,154117,,49
2187,RN154118154120,154118,154120,,25
2188,RN154121154123,154121,154123,,18
2189,RN154124154125,154124,154125,,0
2190,RN154126154127,154126,154127,,46
2191,RN154128154129,154128,154129,,23
2192,RN154130154131,154130,154131,,63
2193,RN154133154134,154133,154134,,24
2194,RN154135154136,154135,154136,,44
2195,RN154137154138,154137,154138,,89
2196,RN154139154141,154139,154141,,22
2197,RN154142154143,154142,154143,,59
2198,RN154144154145,154144,154145,,67
2199,RN154146154148,154146,154148,,41
2200,RN154150154151,154150,154151,,79
2201,RN154152154153,154152,154153,,69
2202,RN154154154173,154154,154173,,90
2203,RN154183154186,154183,154186,,84
2204,RN154189154046,154189,154046,,58
2205,RN131124131033,131124,131033,,24
2206,RN154190131123,154190,131123,,92
2207,RN131130154200,131130,154200,,19
2208,RN154201232001,154201,232001,,17
2209,RN232002232003,232002,232003,,3
2210,RN232004232005,232004,232005,,80
2211,RN232006232007,232006,232007,,90
2212,RN232008232009,232008,232009,,32
2213,RN232010232011,232010,232011,,45
2214,RN232012232013,232012,232013,,4
2215,RN232014232015,232014,232015,,51
2216,RN232016232017,232016,232017,,60
2217,RN232018232019,232018,232019,,36
2218,RN232020232021,232020,232021,,70
2219,RN232022232023,232022,232023,,93
2220,RN232024232025,232024,232025,,92
2221,RN232026232027,232026,232027,,58
2222,RN232028232030,232028,232030,,81
2223,RN232031232032,232031,232032,,30
2224,RN232033232034,232033,232034,,28
2225,RN232035232036,232035,232036,,5
2226,RN232037232038,232037,232038,,70
2227,RN232039232040,232039,232040,,81
2228,RN232041232042,232041,232042,,83
2229,RN232043232044,232043,232044,,78
2230,RN232045232046,232045,232046,,67
2231,RN232047232048,232047,232048,,14
2232,RN232049232050,232049,232050,,23
2233,RN232051232052,232051,232052,,68
2234,RN232053232054,232053,232054,,93
2235,RN232055232056,232055,232056,,73
2236,RN232057232058,232057,232058,,28
2237,RN232059232060,232059,232060,,76
2238,RN232061232062,232061,232062,,51
2239,RN232063232064,232063,232064,,99
2240,RN232065232066,232065,232066,,26
2241,RN232067232068,232067,232068,,88
2242,RN232069232070,232069,232070,,14
2243,RN232071232072,232071,232072,,62
2244,RN232073232074,232073,232074,,1
2245,RN232075232076,232075,232076,,62
